city_code,city_name,year,gdp,pop,second_share,region
201400,杭州,2022,64631.3,575.9,44.4,东部
201400,杭州,2023,69138.3,579.5,44.1,东部
201400,杭州,2024,70946.5,581.9,43.8,东部
201500,宁波,2012,34155,551.7,37.7,东部
201500,宁波,2013,37115.1,553.7,37.4,东部
201500,宁波,2014,39330.8,553.3,37.1,东部
201500,宁波,2015,41409.2,557.3,36.8,东部
201500,宁波,2016,44867,560.8,36.5,东部
201500,宁波,2017,49169.5,566.4,36.2,东部
201500,宁波,2018,52092.3,571.7,35.9,东部
201500,宁波,2019,54749.1,577.5,35.6,东部
201500,宁波,2020,56952.1,579.8,35.3,东部
201500,宁波,2021,58315.9,583.5,35,东部
201500,宁波,2022,61503.1,589.7,34.7,东部
201500,宁波,2023,66421.6,590.1,34.4,东部
201500,宁波,2024,69474.7,595.8,34.1,东部
201600,温州,2012,61687.7,316.7,30.4,东部
201600,温州,2013,67447,318.2,30.1,东部
201600,温州,2014,71042,320.1,29.8,东部
201600,温州,2015,77668.2,321.2,29.5,东部
201600,温州,2016,82591.2,323.3,29.2,东部
201600,温州,2017,88470.7,325.7,28.9,东部
201600,温州,2018,92963.6,327.6,28.6,东部
201600,温州,2019,101238.1,329.1,28.3,东部
201600,温州,2020,108039.1,331,28,东部
201600,温州,2021,120028.4,331.2,27.7,东部
201600,温州,2022,126759,332.7,27.4,东部
201600,温州,2023,135575.4,332.8,27.1,东部
201600,温州,2024,143771.2,333.2,26.8,东部
201700,嘉兴,2012,32779.7,412.1,48.2,东部
201700,嘉兴,2013,34986.5,411.7,47.9,东部
201700,嘉兴,2014,37934.7,415.1,47.6,东部
201700,嘉兴,2015,41448.5,418.2,47.3,东部
201700,嘉兴,2016,45425.4,420.7,47,东部
201700,嘉兴,2017,49610.9,421.3,46.7,东部
201700,嘉兴,2018,52856.7,422.9,46.4,东部
201700,嘉兴,2019,57165.1,425.2,46.1,东部
201700,嘉兴,2020,63132.1,427.7,45.8,东部
201700,嘉兴,2021,67734.5,427.7,45.5,东部
201700,嘉兴,2022,71683,429.3,45.2,东部
201700,嘉兴,2023,74847,431.1,44.9,东部
201700,嘉兴,2024,82723.9,432.3,44.6,东部
201800,湖州,2012,23603.9,292.2,54,东部
201800,湖州,2013,24790,294.7,53.7,东部
201800,湖州,2014,27023.6,295.3,53.4,东部
201800,湖州,2015,29449.3,296.7,53.1,东部
201800,湖州,2016,31701.3,297.1,52.8,东部
201800,湖州,2017,34430.5,298.4,52.5,东部
201800,湖州,2018,36808.7,299.7,52.2,东部
201800,湖州,2019,39625.7,301.4,51.9,东部
201800,湖州,2020,43337.3,304.6,51.6,东部
201800,湖州,2021,46305.6,307.4,51.3,东部
201800,湖州,2022,49862.9,308.8,51,东部
201800,湖州,2023,53452.9,307.3,50.7,东部
201800,湖州,2024,58463,309.4,50.4,东部
201900,绍兴,2012,27451.9,281.1,44.6,东部
201900,绍兴,2013,29356,281.4,44.3,东部
201900,绍兴,2014,30947.3,282.7,44,东部
201900,绍兴,2015,32645,283.2,43.7,东部
201900,绍兴,2016,35009.9,284.4,43.4,东部
201900,绍兴,2017,36862.4,285.5,43.1,东部
201900,绍兴,2018,38946.9,286.3,42.8,东部
201900,绍兴,2019,40850,287.9,42.5,东部
201900,绍兴,2020,42859.8,287.5,42.2,东部
201900,绍兴,2021,45711.8,289.7,41.9,东部
201900,绍兴,2022,47496.8,291.4,41.6,东部
201900,绍兴,2023,51047.8,294.3,41.3,东部
201900,绍兴,2024,53117.8,296.2,41,东部
202000,金华,2012,97228.1,609.1,47,东部
202000,金华,2013,107567.6,613.9,46.7,东部
202000,金华,2014,119980.2,613.8,46.4,东部
202000,金华,2015,126011.9,617.2,46.1,东部
202000,金华,2016,135571.9,620.4,45.8,东部
202000,金华,2017,140152.1,621.6,45.5,东部
202000,金华,2018,147953.5,625.4,45.2,东部
202000,金华,2019,158306.8,627.8,44.9,东部
202000,金华,2020,174395.2,631.4,44.6,东部
202000,金华,2021,182575.5,635.3,44.3,东部
202000,金华,2022,196444.5,635.2,44,东部
202000,金华,2023,205553.3,638.3,43.7,东部
202000,金华,2024,223653.8,642.7,43.4,东部
202100,衢州,2012,33575.5,626.8,43.9,东部
202100,衢州,2013,35795.5,630.7,43.6,东部
202100,衢州,2014,38606.7,634.4,43.3,东部
202100,衢州,2015,41779.2,640.3,43,东部
202100,衢州,2016,43955.4,642,42.7,东部
202100,衢州,2017,47815.6,647.1,42.4,东部
202100,衢州,2018,52295,650.9,42.1,东部
202100,衢州,2019,55177,654,41.8,东部
202100,衢州,2020,59751,656,41.5,东部
202100,衢州,2021,64910.2,659.3,41.2,东部
202100,衢州,2022,69886.9,663,40.9,东部
202100,衢州,2023,75379.9,668.6,40.6,东部
202100,衢州,2024,84615.5,671.4,40.3,东部
202200,舟山,2012,49969,498.8,39.9,东部
202200,舟山,2013,52573.9,501.3,39.6,东部
202200,舟山,2014,57961.9,503.9,39.3,东部
202200,舟山,2015,61575.1,504.9,39,东部
202200,舟山,2016,67397,507.5,38.7,东部
202200,舟山,2017,71791.5,507.8,38.4,东部
202200,舟山,2018,79708.2,510.4,38.1,东部
202200,舟山,2019,84219.3,512.4,37.8,东部
202200,舟山,2020,90888.8,516.2,37.5,东部
202200,舟山,2021,95975.1,519,37.2,东部
202200,舟山,2022,99767.1,522.7,36.9,东部
202200,舟山,2023,109330.3,529.1,36.6,东部
202200,舟山,2024,118567.8,533.7,36.3,东部
202300,台州,2012,31274.8,582.3,49,东部
202300,台州,2013,32526,586,48.7,东部
202300,台州,2014,33898.4,589.9,48.4,东部
202300,台州,2015,36837.1,590.6,48.1,东部
202300,台州,2016,39179.1,592.6,47.8,东部
202300,台州,2017,41751.4,596.6,47.5,东部
202300,台州,2018,44635,595.6,47.2,东部
202300,台州,2019,48104.8,598.7,46.9,东部
202300,台州,2020,51330.7,600.6,46.6,东部
202300,台州,2021,54796,606.4,46.3,东部
202300,台州,2022,58692,606.8,46,东部
202300,台州,2023,61754.1,609.8,45.7,东部
202300,台州,2024,64894.9,615.1,45.4,东部
202400,丽水,2012,62878.6,270.5,41,东部
202400,丽水,2013,67948.8,272.2,40.7,东部
202400,丽水,2014,71762,275.2,40.4,东部
202400,丽水,2015,79772.1,276,40.1,东部
202400,丽水,2016,85012.9,276.6,39.8,东部
202400,丽水,2017,90216.4,277.2,39.5,东部
202400,丽水,2018,97207.1,277.9,39.2,东部
202400,丽水,2019,104449.1,279.5,38.9,东部
202400,丽水,2020,108560.4,282.6,38.6,东部
202400,丽水,2021,120377.1,283.4,38.3,东部
202400,丽水,2022,132094.3,283.2,38,东部
202400,丽水,2023,135441.5,284.6,37.7,东部
202400,丽水,2024,145815.7,286.7,37.4,东部
202500,合肥,2012,16002.7,719.3,45.4,中部
202500,合肥,2013,17052.3,721.3,45.1,中部
202500,合肥,2014,17632,724.3,44.8,中部
202500,合肥,2015,19173.1,725.6,44.5,中部
202500,合肥,2016,20552.6,726.9,44.2,中部
202500,合肥,2017,21419.3,729.7,43.9,中部
202500,合肥,2018,22660.4,732.3,43.6,中部
202500,合肥,2019,24286,736.5,43.3,中部
202500,合肥,2020,25882.4,736.6,43,中部
202500,合肥,2021,27640,733.7,42.7,中部
202500,合肥,2022,29488.4,738,42.4,中部
202500,合肥,2023,31592.3,741.4,42.1,中部
202500,合肥,2024,33010.8,744.1,41.8,中部
202600,芜湖,2012,104598.8,376.4,30,中部
202600,芜湖,2013,116683.4,378.4,29.7,中部
202600,芜湖,2014,122651.5,380.9,29.4,中部
202600,芜湖,2015,129878.2,384.2,29.1,中部
202600,芜湖,2016,138419.2,385.7,28.8,中部
202600,芜湖,2017,147037.8,387.9,28.5,中部
202600,芜湖,2018,154109.7,388.4,28.2,中部
202600,芜湖,2019,161614.9,390.4,27.9,中部
202600,芜湖,2020,170816.3,394.6,27.6,中部
202600,芜湖,2021,183755.4,395.7,27.3,中部
202600,芜湖,2022,199753.2,397.2,27,中部
202600,芜湖,2023,215125.6,400.4,26.7,中部
202600,芜湖,2024,235445.3,404.8,26.4,中部
202700,蚌埠,2012,36257,393.2,39.9,中部
202700,蚌埠,2013,37881.3,397.1,39.6,中部
202700,蚌埠,2014,38536.4,400.1,39.3,中部
202700,蚌埠,2015,40756.2,402.5,39,中部
202700,蚌埠,2016,43528.2,404.3,38.7,中部
202700,蚌埠,2017,47516.5,407,38.4,中部
202700,蚌埠,2018,52649.8,408.4,38.1,中部
202700,蚌埠,2019,56904.2,412.5,37.8,中部
202700,蚌埠,2020,58873.4,415.5,37.5,中部
202700,蚌埠,2021,63022.1,417.2,37.2,中部
202700,蚌埠,2022,67064.6,418,36.9,中部
202700,蚌埠,2023,70943.6,420.7,36.6,中部
202700,蚌埠,2024,74885.1,422.7,36.3,中部
202800,淮南,2012,29021,430.3,46.8,中部
202800,淮南,2013,31620,433.7,46.5,中部
202800,淮南,2014,33678.4,435.5,46.2,中部
202800,淮南,2015,36441,438.7,45.9,中部
202800,淮南,2016,40713.8,441.1,45.6,中部
202800,淮南,2017,42734.4,445.8,45.3,中部
202800,淮南,2018,46777.9,446.7,45,中部
202800,淮南,2019,49487,447.5,44.7,中部
202800,淮南,2020,51986,449.3,44.4,中部
202800,淮南,2021,57327.4,450,44.1,中部
202800,淮南,2022,63282.6,451.3,43.8,中部
202800,淮南,2023,69346.4,454.8,43.5,中部
202800,淮南,2024,73965.4,458.5,43.2,中部
202900,马鞍山,2012,73986.6,405.1,50.7,中部
202900,马鞍山,2013,81285,407.1,50.4,中部
202900,马鞍山,2014,86451.7,407.8,50.1,中部
202900,马鞍山,2015,92623,411.6,49.8,中部
202900,马鞍山,2016,94924.7,414.8,49.5,中部
202900,马鞍山,2017,100175.2,417,49.2,中部
202900,马鞍山,2018,107008.4,421.1,48.9,中部
202900,马鞍山,2019,111904.4,424.3,48.6,中部
202900,马鞍山,2020,120096.2,423,48.3,中部
202900,马鞍山,2021,124366.1,424.1,48,中部
202900,马鞍山,2022,132614.9,425.9,47.7,中部
202900,马鞍山,2023,142987.4,430.1,47.4,中部
202900,马鞍山,2024,152034.1,432,47.1,中部
203000,安庆,2012,91649.1,422.7,36.4,中部
203000,安庆,2013,98175,425.5,36.1,中部
203000,安庆,2014,104112.6,425.9,35.8,中部
203000,安庆,2015,109336.6,431.6,35.5,中部
203000,安庆,2016,117554.3,432.5,35.2,中部
203000,安庆,2017,126205,435.5,34.9,中部
203000,安庆,2018,133670.8,436.8,34.6,中部
203000,安庆,2019,141271.6,440,34.3,中部
203000,安庆,2020,148776.5,441.7,34,中部
203000,安庆,2021,159233.6,443.8,33.7,中部
203000,安庆,2022,171951.9,445.5,33.4,中部
203000,安庆,2023,182299.9,448.1,33.1,中部
203000,安庆,2024,199702.4,449.5,32.8,中部
203100,滁州,2012,20732.2,683.6,36.8,中部
203100,滁州,2013,22811.7,685.6,36.5,中部
203100,滁州,2014,24933.8,687.7,36.2,中部
203100,滁州,2015,27688.6,692.8,35.9,中部
203100,滁州,2016,29580.5,698.5,35.6,中部
203100,滁州,2017,32119.9,697.8,35.3,中部
203100,滁州,2018,34019,700.5,35,中部
203100,滁州,2019,37721.1,705.1,34.7,中部
203100,滁州,2020,40590.8,705.6,34.4,中部
203100,滁州,2021,43245.2,708.2,34.1,中部
203100,滁州,2022,46959.4,711.1,33.8,中部
203100,滁州,2023,48493.4,715.6,33.5,中部
203100,滁州,2024,53880.7,718.9,33.2,中部
203200,阜阳,2012,32591.8,517.8,45.3,中部
203200,阜阳,2013,33958.4,523.6,45,中部
203200,阜阳,2014,37669.5,528.5,44.7,中部
203200,阜阳,2015,40417.9,529.5,44.4,中部
203200,阜阳,2016,43014.2,532.6,44.1,中部
203200,阜阳,2017,45792.6,536.8,43.8,中部
203200,阜阳,2018,48213.2,536.7,43.5,中部
203200,阜阳,2019,51004.9,539,43.2,中部
203200,阜阳,2020,54482.3,540.9,42.9,中部
203200,阜阳,2021,58956.3,543.4,42.6,中部
203200,阜阳,2022,63791.1,545.1,42.3,中部
203200,阜阳,2023,68762.4,548.3,42,中部
203200,阜阳,2024,73127.2,549.2,41.7,中部
203300,宿州,2012,41817.5,201.6,55.9,中部
203300,宿州,2013,44907.6,202,55.6,中部
203300,宿州,2014,47148,203.2,55.3,中部
203300,宿州,2015,48705.8,204.9,55,中部
203300,宿州,2016,52353.2,205.5,54.7,中部
203300,宿州,2017,55702.6,206.3,54.4,中部
203300,宿州,2018,62333.2,208.1,54.1,中部
203300,宿州,2019,67606.5,208.4,53.8,中部
203300,宿州,2020,73474.8,208.7,53.5,中部
203300,宿州,2021,78144.9,208.7,53.2,中部
203300,宿州,2022,85425.7,209.4,52.9,中部
203300,宿州,2023,93105.5,211,52.6,中部
203300,宿州,2024,99662.9,212.3,52.3,中部
203400,六安,2012,35582.9,547.9,57.4,中部
203400,六安,2013,37825.5,548.9,57.1,中部
203400,六安,2014,39824.5,552.9,56.8,中部
203400,六安,2015,43273.3,557.1,56.5,中部
203400,六安,2016,46015.2,558.1,56.2,中部
203400,六安,2017,48209.5,562.7,55.9,中部
203400,六安,2018,51042.4,564.3,55.6,中部
203400,六安,2019,56390.6,565.5,55.3,中部
203400,六安,2020,60085.4,565.7,55,中部
203400,六安,2021,63787.4,569.4,54.7,中部
203400,六安,2022,68616.8,574.5,54.4,中部
203400,六安,2023,75954.4,579.4,54.1,中部
203400,六安,2024,81419.1,581.2,53.8,中部
203500,福州,2012,14149.6,574,34,东部
203500,福州,2013,15621.6,572.9,33.7,东部
203500,福州,2014,17078.8,578,33.4,东部
203500,福州,2015,17999.5,580.1,33.1,东部
203500,福州,2016,19635.5,583.8,32.8,东部
203500,福州,2017,20806.1,585,32.5,东部
203500,福州,2018,22463.7,589.8,32.2,东部
203500,福州,2019,23531.2,587.5,31.9,东部
203500,福州,2020,24749.3,589.2,31.6,东部
203500,福州,2021,25676.3,593.6,31.3,东部
203500,福州,2022,27579.5,595.7,31,东部
203500,福州,2023,29479.8,595.9,30.7,东部
203500,福州,2024,32324.5,597.8,30.4,东部
203600,厦门,2012,49634.4,393,55.3,东部
203600,厦门,2013,52415.4,398.3,55,东部
203600,厦门,2014,53812.7,400.7,54.7,东部
203600,厦门,2015,55912.7,404.2,54.4,东部
203600,厦门,2016,59960.3,406.7,54.1,东部
203600,厦门,2017,62918.1,407.3,53.8,东部
203600,厦门,2018,65799.7,408.9,53.5,东部
203600,厦门,2019,70146.8,410.2,53.2,东部
203600,厦门,2020,75136.1,412.3,52.9,东部
203600,厦门,2021,78350.2,416.7,52.6,东部
203600,厦门,2022,85279.8,418.4,52.3,东部
203600,厦门,2023,95117.8,419.1,52,东部
203600,厦门,2024,100587,422,51.7,东部
203700,莆田,2012,24078.4,602.4,59,东部
203700,莆田,2013,25946,606.1,58.7,东部
203700,莆田,2014,27667.1,610.2,58.4,东部
203700,莆田,2015,30495.1,616.3,58.1,东部
203700,莆田,2016,32804.8,618.7,57.8,东部
203700,莆田,2017,35129,625.1,57.5,东部
203700,莆田,2018,37970.1,628.9,57.2,东部
203700,莆田,2019,42934.5,629.3,56.9,东部
203700,莆田,2020,44981.7,634.5,56.6,东部
203700,莆田,2021,48914.4,638.2,56.3,东部
203700,莆田,2022,52675,641.5,56,东部
203700,莆田,2023,57641.2,640.9,55.7,东部
203700,莆田,2024,60664.7,645.9,55.4,东部
203800,三明,2012,38425.3,87.5,45.9,东部
203800,三明,2013,40243.2,88.1,45.6,东部
203800,三明,2014,43828.1,88.6,45.3,东部
203800,三明,2015,48309.3,89.2,45,东部
203800,三明,2016,51700.3,89.6,44.7,东部
203800,三明,2017,54941.4,90.5,44.4,东部
203800,三明,2018,57285.3,91,44.1,东部
203800,三明,2019,61424.1,91.6,43.8,东部
203800,三明,2020,65683.5,92,43.5,东部
203800,三明,2021,69231.4,92.3,43.2,东部
203800,三明,2022,76159.1,92.9,42.9,东部
203800,三明,2023,80638.5,93.6,42.6,东部
203800,三明,2024,87863.5,94.2,42.3,东部
203900,泉州,2012,13837.6,713.6,45.7,东部
203900,泉州,2013,14872.2,714.3,45.4,东部
203900,泉州,2014,16490,715.4,45.1,东部
203900,泉州,2015,18115.5,715.7,44.8,东部
203900,泉州,2016,18919.3,718.7,44.5,东部
203900,泉州,2017,19563.1,720.6,44.2,东部
203900,泉州,2018,21378.3,728.1,43.9,东部
203900,泉州,2019,23288.7,727.7,43.6,东部
203900,泉州,2020,24752.6,729.6,43.3,东部
203900,泉州,2021,25774.5,732.7,43,东部
203900,泉州,2022,28364.2,736.3,42.7,东部
203900,泉州,2023,30750,739.5,42.4,东部
203900,泉州,2024,33929.6,743.5,42.1,东部
204000,漳州,2012,15479.7,586.8,39.7,东部
204000,漳州,2013,16623.4,590.3,39.4,东部
204000,漳州,2014,18076.7,591.6,39.1,东部
204000,漳州,2015,19078.1,593.2,38.8,东部
204000,漳州,2016,19996.1,597.8,38.5,东部
204000,漳州,2017,21872.7,601.2,38.2,东部
204000,漳州,2018,23638,607.6,37.9,东部
204000,漳州,2019,26886,610.2,37.6,东部
204000,漳州,2020,29313.2,612.4,37.3,东部
204000,漳州,2021,31435.2,612,37,东部
204000,漳州,2022,33297,614.4,36.7,东部
204000,漳州,2023,36490.1,620.5,36.4,东部
204000,漳州,2024,39643.5,624,36.1,东部
204100,南平,2012,33920.1,814.2,36.1,东部
204100,南平,2013,36736,815.9,35.8,东部
204100,南平,2014,38091.3,823.2,35.5,东部
204100,南平,2015,39678.3,826.7,35.2,东部
204100,南平,2016,43763.4,830.3,34.9,东部
204100,南平,2017,47105.4,833,34.6,东部
204100,南平,2018,50089.4,834.2,34.3,东部
204100,南平,2019,52891.1,835.4,34,东部
204100,南平,2020,57487.4,837.3,33.7,东部
204100,南平,2021,62361.6,837,33.4,东部
204100,南平,2022,66632.5,841.4,33.1,东部
204100,南平,2023,72628,844.2,32.8,东部
204100,南平,2024,77349.8,849.9,32.5,东部
204200,龙岩,2012,102476.8,401,41.8,东部
204200,龙岩,2013,111437.5,404.5,41.5,东部
204200,龙岩,2014,126518.9,407.2,41.2,东部
204200,龙岩,2015,138051.7,409.4,40.9,东部
204200,龙岩,2016,146492.6,411.7,40.6,东部
204200,龙岩,2017,158140.6,414.2,40.3,东部
204200,龙岩,2018,164541.9,417.9,40,东部
204200,龙岩,2019,181181.6,420,39.7,东部
204200,龙岩,2020,196095.6,420.9,39.4,东部
204200,龙岩,2021,207170,424.5,39.1,东部
204200,龙岩,2022,222134.1,426.1,38.8,东部
204200,龙岩,2023,240128.2,427.6,38.5,东部
204200,龙岩,2024,258654.2,430.4,38.2,东部
204300,宁德,2012,23492.2,223.8,49,东部
204300,宁德,2013,24780.2,225.5,48.7,东部
204300,宁德,2014,26878.6,226.9,48.4,东部
